name,hall_of_fame_class,year_drafted,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,eff
Nick Fazekas,,2007,26,10.3,4.1,1.8,3.2,56.1,0,0.1,0,0.6,0.8,68.2,1.3,2.1,3.4,0.4,0.3,0.4,0.5,6.5
Nick Young,,2007,75,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,5.3
Oleksiy Pecherov,,2007,35,9.1,3.6,1.3,3.6,35.2,0.5,1.7,28.3,0.6,0.9,64.5,0.6,1.3,1.9,0.2,0.2,0.1,0.5,2.9
Rodney Stuckey,,2007,57,19,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,7.8
Sean Williams,,2007,73,17.5,5.6,2.2,4.2,53.8,0,0,0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,0.4,1.4,1,8.6
Spencer Hawes,,2007,71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19,0.5,0.8,65.5,1,2.3,3.2,0.6,0.2,0.6,0.8,5.8
Thaddeus Young,,2007,74,21,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1,1.4,73.8,1.6,2.6,4.2,0.8,1,0.1,0.9,10.1
Wilson Chandler,,2007,35,19.6,7.3,3,6.9,43.8,0.3,0.9,30,1,1.5,63,1.1,2.5,3.6,0.9,0.4,0.5,0.8,7.5
Yi Jianlian,,2007,66,25,8.6,3.3,7.9,42.1,0.1,0.3,28.6,1.8,2.2,84.1,1.6,3.6,5.2,0.8,0.6,0.8,1.4,9.7
Anthony Morrow,,2008,67,22.6,10.1,3.8,8,47.8,1.3,2.7,46.7,1.2,1.4,87,1.2,1.8,3,1.2,0.5,0.2,0.8,9.9
Anthony Randolph,,2008,63,17.9,7.9,3.2,6.8,46.2,0,0.1,0,1.6,2.2,71.6,2,3.7,5.8,0.8,0.7,1.2,1.3,10.7
Anthony Tolliver,,2008,19,10.9,2.7,1,3.4,29.2,0.5,2.2,22,0.3,0.5,50,0.6,1.5,2.2,0.9,0.3,0.1,0.4,3.1
Bobby Brown,,2008,68,13.7,5.3,2.1,5.3,39.2,0.7,1.9,34.6,0.5,0.6,79.1,0.2,0.6,0.8,1.7,0.3,0,0.9,3.9
Brandon Rush,,2008,75,24,8.1,3.2,7.7,42.3,1,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1,7.4
Brook Lopez,,2008,82,30.5,13,5.5,10.3,53.1,0,0,0,2.1,2.6,79.3,2.7,5.4,8.1,1,0.5,1.8,1.8,17.4
Chris Douglas-Roberts,,2008,44,13.3,4.9,1.8,4,46,0.1,0.3,25,1.2,1.4,82.3,0.3,0.8,1.1,1.2,0.3,0.2,0.7,4.5
Courtney Lee,,2008,77,25.2,8.4,3.2,7,45,1.1,2.6,40.4,1,1.2,83,0.2,2.1,2.3,1.2,1,0.2,0.9,8.1
D.J. Augustin,,2008,72,26.5,11.8,3.7,8.6,43,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,0.6,0,1.6,10.8
Darnell Jackson,,2008,51,8.4,1.9,0.7,1.7,43,0,0,0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,2.6
Darrell Arthur,,2008,76,19.3,5.6,2.5,5.7,43.8,0,0,0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,7.9
DeAndre Jordan,,2008,53,14.5,4.3,1.8,2.8,63.3,0,0,0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,7.2
Derrick Rose,,2008,81,37,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,17.1
Donte Greene,,2008,55,13.2,3.8,1.4,4.3,32.6,0.5,1.8,26,0.5,0.6,85.3,0.3,1.2,1.6,0.5,0.3,0.3,0.7,2.8
Eric Gordon,,2008,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2,2.6,2.8,1,0.5,2.1,13.8
George Hill,,2008,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1,6.1
Goran Dragic,,2008,55,13.2,4.5,1.6,4.1,39.3,0.4,1,37,0.9,1.2,76.9,0.6,1.3,1.9,2,0.5,0.1,1.3,4.9
Greg Oden,,2008,61,21.5,8.9,3.2,5.8,56.4,0,0,0,2.4,3.7,63.7,2.8,4.2,7,0.5,0.4,1.1,1.4,12.6
Jason Thompson,,2008,82,28.1,11.1,4.3,8.7,49.7,0,0.1,0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,13.6
JaVale McGee,,2008,75,15.2,6.5,2.5,5.2,49.4,0,0,0,1.4,2.2,66,1.6,2.3,3.9,0.3,0.4,1,0.8,8
Jerryd Bayless,,2008,53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0,1.1,3.5
JJ Hickson,,2008,62,11.4,4,1.6,3.1,51.5,0,0,0,0.7,1.1,67.2,0.8,1.8,2.7,0.1,0.2,0.5,0.7,4.9
Joe Alexander,,2008,59,12.1,4.7,1.7,4.2,41.6,0.3,0.8,34.8,1,1.4,69.9,0.7,1.2,1.9,0.7,0.3,0.5,0.9,4.4
Kevin Love,,2008,81,25.3,11.1,3.9,8.5,45.9,0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1,0.4,0.6,1.5,15.3
Kosta Koufos,,2008,48,11.8,4.7,2,3.9,50.8,0,0,0,0.8,1.1,70.6,1,1.8,2.9,0.4,0.3,0.7,0.5,6.1
Kyle Weaver,,2008,56,20.8,5.3,2,4.4,45.9,0.6,1.7,34.4,0.7,1,70.7,0.6,1.8,2.3,1.8,0.8,0.5,1.2,6.8
Luc Mbah a Moute,,2008,82,25.8,7.2,2.8,6,46.2,0,0,0,1.7,2.3,72.9,2.3,3.6,5.9,1.1,1.1,0.6,1.2,10.8
Marc Gasol,,2008,82,30.7,11.9,4.3,8.1,53,0,0,0,3.4,4.6,73.3,2.5,4.9,7.4,1.7,0.8,1.1,2,15.9
Mario Chalmers,,2008,82,32,10,3.4,8.1,42,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,1.9,0.1,2,12.5
Marreese Speights,,2008,79,16,7.7,3.2,6.4,50.2,0,0.1,25,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,8.7
Michael Beasley,,2008,81,24.8,13.9,5.6,11.8,47.2,0.4,1,40.7,2.3,3,77.2,1.4,4.1,5.4,1,0.5,0.5,1.5,12.9
Mike Taylor,,2008,51,15.1,5.7,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,1.7,2.1,0.7,0,1.4,5.2
Nicolas Batum,,2008,79,18.4,5.4,2,4.6,44.6,0.8,2.1,36.9,0.5,0.7,80.8,1.1,1.7,2.8,0.9,0.6,0.5,0.6,7
O.J. Mayo,,2008,82,38,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,14.7
Rob Kurz,,2008,40,11.1,3.9,1.3,3.3,38.9,0.4,1,39.5,1,1.3,80,0.8,1.2,2,0.5,0.3,0.5,0.4,4.6
Robin Lopez,,2008,60,10.2,3.1,1.2,2.3,51.8,0,0,0,0.8,1.1,69.1,0.9,1.1,2,0.1,0.2,0.7,0.5,4.2
Roko Leni Ukic,,2008,72,12.4,4.2,1.7,4.5,38,0.2,0.9,17.7,0.6,0.8,73.3,0.4,0.7,1,2.1,0.4,0,0.8,3.9
Roy Hibbert,,2008,70,14.4,7.1,2.8,6,47.1,0,0,0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,7.9
Rudy Fernandez,,2008,78,25.6,10.4,3.4,8.1,42.5,2,5.1,39.9,1.5,1.8,83.9,0.6,2.1,2.7,2,0.9,0.1,1.1,10.1
Russell Westbrook,,2008,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,14.7
Ryan Anderson,,2008,66,19.9,7.4,2.4,6.2,39.3,1,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,8.9
Sean Singletary,,2008,37,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0,0.6,2.3
A.J. Price,,2009,56,15.4,7.3,2.6,6.3,41,1.1,3.1,34.5,1.1,1.3,80,0.2,1.4,1.6,1.9,0.6,0.1,1.1,6.4
Austin Daye,,2009,69,13.3,5.1,2,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2,2.5,0.5,0.4,0.4,0.7,5.7
Brandon Jennings,,2009,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,13.8
Cedric Jackson,,2009,12,6.3,1.7,0.5,1.7,30,0.1,0.5,16.7,0.6,1,58.3,0.2,0.5,0.7,1.2,0.3,0.2,0.9,1.4
Chase Budinger,,2009,74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77,0.5,2.5,3,1.2,0.5,0.1,0.7,8.5
Chris Hunter,,2009,60,13.1,4.5,1.8,3.6,50.2,0,0.1,0,0.9,1.2,75.4,0.9,1.9,2.8,0.6,0.2,0.6,0.5,6.1
DaJuan Summers,,2009,44,9.2,3,1,3,35.4,0.3,1,35.7,0.6,0.9,71.1,0.3,0.7,1,0.4,0.2,0.2,0.4,2.3
Dante Cunningham,,2009,63,11.2,3.9,1.7,3.4,49.5,0,0,0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.4,0.3,0.2,5.1
Darren Collison,,2009,76,27.8,12.4,4.9,10.4,47.7,0.6,1.5,40,1.9,2.3,85.1,0.5,2,2.5,5.7,1,0.1,2.7,13.3
David Andersen,,2009,63,14.1,5.8,2.3,5.4,43.2,0.4,1.2,34.6,0.7,1.1,68.7,0.9,2.4,3.3,0.7,0.2,0.2,0.6,6.3
DeJuan Blair,,2009,82,18.2,7.8,3.4,6,55.6,0,0,0,1.1,2,54.7,2.4,4,6.4,0.8,0.6,0.5,1.4,11.1
DeMar DeRozan,,2009,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25,1.9,2.5,76.3,0.9,2,2.9,0.7,0.6,0.2,0.8,8.2
DeMarre Carroll,,2009,71,11.2,2.9,1.2,3.1,39.6,0,0.1,0,0.5,0.7,62.3,0.7,1.4,2.1,0.5,0.4,0.1,0.3,3.5
Derrick Brown,,2009,57,9.4,3.3,1.2,2.6,46.3,0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,1.4,0.3,0.4,0.2,0.3,3.4
Earl Clark,,2009,51,7.5,2.7,1.1,3,37.1,0,0.1,40,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,2.3
Eric Maynor,,2009,81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,6.3
Garrett Temple,,2009,27,12.4,5,1.6,3.7,43.6,0.5,1.4,35.1,1.3,1.9,70,0.2,0.9,1.1,0.8,0.5,0.2,1,4
Gerald Henderson,,2009,43,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,2.5
Hasheem Thabeet,,2009,68,13,3.1,1.1,1.9,58.8,0,0,0,0.8,1.4,58.1,1.3,2.3,3.6,0.2,0.2,1.3,0.6,6.3
James Harden,,2009,76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,3.2,1.8,1.1,0.3,1.4,9.7
James Johnson,,2009,65,11.6,3.9,1.5,3.2,45.2,0.2,0.7,32.6,0.8,1.1,72.9,0.5,1.4,2,0.7,0.3,0.7,0.9,4.6
Jeff Ayres,,2009,39,10.4,2.7,1.1,1.7,66.2,0,0,0,0.5,0.5,90,0.6,1.9,2.5,0,0.2,0.4,0.3,4.9
Jeff Teague,,2009,71,10.1,3.2,1.3,3.2,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,0.9,1.7,0.5,0.1,0.7,3.8
Jodie Meeks,,2009,60,12,4.7,1.7,4.5,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1.6,0.7,0.3,0.1,0.4,4.1
Jon Brockman,,2009,52,12.6,2.8,1.1,2,53.4,0,0,0,0.7,1.2,59.7,2,2.1,4.1,0.4,0.3,0.1,0.4,5.9
Jonas Jerebko,,2009,80,27.9,9.3,3.6,7.5,48.1,0.5,1.4,31.3,1.6,2.2,71,2.4,3.5,6,0.7,1,0.4,1,11.7
Jonny Flynn,,2009,81,28.9,13.5,4.9,11.8,41.7,1,2.7,35.8,2.8,3.3,82.6,0.3,2.1,2.4,4.4,1,0,2.9,11
Jordan Hill,,2009,47,13.3,5.2,2.1,4.3,49.3,0,0,0,1,1.4,67.6,1.6,2.1,3.7,0.4,0.3,0.5,0.6,6.8
Jrue Holiday,,2009,73,24.2,8,3.2,7.1,44.2,0.8,2.2,39,0.9,1.2,75.6,0.8,1.8,2.6,3.8,1.1,0.3,2.1,9.4
Lester Hudson,,2009,25,5.2,2.3,0.8,2.1,39.6,0.2,0.6,31.3,0.4,0.5,84.6,0.3,0.4,0.7,0.5,0.3,0.1,0.6,2.1
Marcus Landry,,2009,18,6.2,2.4,0.9,2.4,37.2,0.5,1.6,32.1,0.2,0.3,60,0.3,0.8,1.1,0,0.1,0.1,0.3,1.7
Marcus Thornton,,2009,73,25.6,14.5,5.5,12.1,45.1,1.6,4.3,37.4,2,2.4,81.4,1,1.9,2.9,1.6,0.8,0.1,1,11.7
Omri Casspi,,2009,77,25.1,10.3,3.9,8.7,44.6,1,2.6,36.9,1.5,2.3,67.2,1,3.6,4.5,1.2,0.7,0.2,1.3,10.1
Rodrigue Beaubois,,2009,56,12.5,7.1,2.8,5.3,51.8,0.8,2,40.9,0.8,0.9,80.8,0.2,1.2,1.4,1.3,0.5,0.2,1,6.8
Sam Young,,2009,80,16.5,7.4,2.8,6.2,45.1,0.1,0.7,19.6,1.7,2.2,77.7,1,1.6,2.5,0.7,0.4,0.3,1.2,6.2
Serge Ibaka,,2009,73,18.1,6.3,2.8,5.1,54.3,0,0,50,0.8,1.3,63,1.9,3.5,5.4,0.1,0.3,1.3,0.9,9.8
Stephen Curry,,2009,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,5.9,1.9,0.2,3,19
Taj Gibson,,2009,82,26.9,9,3.8,7.7,49.4,0,0,0,1.4,2.1,64.6,2.8,4.7,7.5,0.9,0.6,1.3,1.4,13.1
Terrence Williams,,2009,78,22.6,8.4,3.3,8.3,40.1,0.4,1.3,31,1.3,1.8,71.5,0.6,3.9,4.5,2.9,0.6,0.1,1.6,9.3
Toney Douglas,,2009,56,19.4,8.6,3.2,7,45.8,1.2,3.1,38.9,1,1.2,80.9,0.7,1.2,1.9,2,0.8,0.1,1,8.3
Ty Lawson,,2009,65,20.3,8.3,3.1,6,51.5,0.5,1.3,41,1.6,2.2,75.7,0.6,1.3,1.9,3.1,0.7,0,1.3,9.4
Tyreke Evans,,2009,72,37.2,20.1,7.4,16.2,45.8,0.5,2,25.5,4.8,6.5,74.8,0.9,4.4,5.3,5.8,1.5,0.4,3,19.6
Wayne Ellington,,2009,76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1,0.3,0.1,1,5.6
Wesley Matthews,,2009,82,24.7,9.4,3.3,6.9,48.3,0.8,2,38.2,2,2.4,82.9,0.6,1.7,2.3,1.5,0.8,0.2,1.1,9.1
Al-Farouq Aminu,,2010,81,17.9,5.6,2,5,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,3.3,0.7,0.7,0.3,1.3,6.1
Armon Johnson,,2010,38,7.3,2.9,1.2,2.7,45.5,0.1,0.3,41.7,0.3,0.6,59.1,0.3,0.7,0.9,1.2,0.1,0,1,2.5
Ben Uzoh,,2010,42,10.4,3.8,1.5,3.4,42.4,0.1,0.2,37.5,0.8,1.3,58.9,0.7,0.7,1.5,1.6,0.3,0.2,0.6,4.2
Blake Griffin,,2010,82,38,22.5,8.5,16.8,50.6,0.1,0.3,29.2,5.4,8.5,64.2,3.3,8.8,12.1,3.8,0.8,0.6,2.7,25.6
Christian Eyenga,,2010,44,21.5,6.9,3,7,42.5,0.6,2.1,27.5,0.4,0.6,64.3,0.6,2.2,2.8,0.8,0.8,0.6,1.1,6.6
Cole Aldrich,,2010,18,7.9,1,0.4,0.8,53.3,0,0,0,0.1,0.2,50,0.7,1.2,1.9,0.2,0.3,0.4,0.4,2.9
DeMarcus Cousins,,2010,81,28.5,14.1,5.3,12.4,43,0,0.2,16.7,3.4,5,68.7,2.7,6,8.6,2.5,1.1,0.8,3.3,15.2
Derrick Caracter,,2010,41,5.2,2,0.8,1.6,48.5,0,0,0,0.4,0.6,73.9,0.5,0.6,1,0.2,0.1,0.2,0.5,2.1
Derrick Favors,,2010,78,19.7,6.8,2.8,5.3,51.7,0,0,0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,0.4,0.9,1,9.4
Ed Davis,,2010,65,24.6,7.7,3.3,5.7,57.6,0,0,0,1.1,2,55.5,2.6,4.5,7.1,0.6,0.6,1,0.7,13
Ekpe Udoh,,2010,58,17.8,4.1,1.7,3.8,43.7,0,0,0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.4,1.5,0.8,6.4
Eric Bledsoe,,2010,81,22.7,6.7,2.5,6,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,1.1,0.3,2.4,8.2
Evan Turner,,2010,78,23,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2,0.6,0.2,1,8.8
Gary Forbes,,2010,63,12.6,5.2,2,4.3,45.4,0.3,0.9,32.8,0.9,1.4,67.8,0.4,1.4,1.8,0.8,0.4,0.1,0.7,4.7
Gary Neal,,2010,80,21.1,9.8,3.6,7.9,45.1,1.6,3.9,41.9,1.1,1.3,80.8,0.3,2.2,2.5,1.2,0.3,0.1,1,8.3
Gordon Hayward,,2010,72,16.9,5.4,2,4.1,48.5,0.5,1,47.3,1,1.3,71.1,0.6,1.4,1.9,1.1,0.4,0.3,1,5.7
Greg Monroe,,2010,80,27.8,9.4,3.8,6.9,55.1,0,0,0,1.8,2.9,62.2,3.1,4.4,7.5,1.3,1.2,0.6,1,14.7
Greivis Vasquez,,2010,70,12.3,3.6,1.4,3.3,40.8,0.4,1.2,29.1,0.5,0.6,77.3,0.2,0.9,1,2.2,0.3,0.1,1,4
Ish Smith,,2010,43,10.3,2.3,1,2.7,37.4,0.1,0.2,30,0.3,0.5,57.1,0.2,0.9,1.1,1.8,0.4,0.1,0.8,3.1
Jeremy Evans,,2010,49,9.4,3.6,1.6,2.3,66.1,0,0,0,0.5,0.8,70.3,0.7,1.2,2,0.5,0.3,0.3,0.4,5.4
John Wall,,2010,69,37.8,16.4,5.8,14.1,40.9,0.5,1.7,29.6,4.4,5.7,76.6,0.5,4.1,4.6,8.3,1.8,0.5,3.8,18.1
Jordan Crawford,,2010,42,24.5,11.7,4.6,11.9,38.4,0.8,3,25.8,1.7,2,86.9,0.7,1.8,2.5,2.8,0.9,0.1,2,8.4
Kevin Seraphin,,2010,58,10.9,2.7,1.1,2.5,44.9,0,0,0,0.4,0.5,71,1.4,1.2,2.6,0.2,0.3,0.5,0.7,3.9
Landry Fields,,2010,82,31,9.7,3.6,7.3,49.7,1,2.7,39.3,1.4,1.8,76.9,1.3,5.1,6.4,1.9,1,0.2,1.3,13.7
Larry Sanders,,2010,60,14.5,4.3,1.9,4.5,43.3,0,0,0,0.5,0.8,56,1,2,3,0.3,0.4,1.2,0.6,5.6
Lazar Hayward,,2010,42,10,3.8,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1,78.6,0.5,1.1,1.7,0.7,0.3,0.2,0.5,3.6
Luke Harangody,,2010,49,13.1,3.9,1.6,4.2,38.3,0.3,1.3,24.2,0.4,0.5,73.1,0.8,2.1,2.9,0.6,0.3,0.3,0.3,5.1
Manny Harris,,2010,54,17.3,5.9,2,5.4,37.4,0.6,1.7,37,1.3,1.7,76.3,0.7,1.9,2.6,1.6,0.6,0.1,1.2,5.9
Mustafa Shakur,,2010,22,7.2,2.3,1,2.7,35.6,0,0.5,10,0.4,0.7,53.3,0.3,0.7,1,1.1,0.2,0.1,0.8,2
Nikola Pekovic,,2010,65,13.6,5.5,2.1,4,51.7,0,0,0,1.3,1.8,76.3,1.4,1.6,3,0.4,0.3,0.5,1.4,6
Omer Asik,,2010,82,12.1,2.8,1,1.7,55.3,0,0,0,0.9,1.8,50.3,1.4,2.4,3.7,0.4,0.2,0.7,0.8,5.4
Patrick Patterson,,2010,52,16.7,6.3,2.9,5.1,55.8,0,0,0,0.6,0.8,71.4,1.7,2.2,3.8,0.8,0.3,0.7,0.6,8.9
Paul George,,2010,61,20.7,7.8,2.9,6.5,45.3,0.7,2.3,29.7,1.3,1.7,76.2,0.6,3.1,3.7,1.1,1,0.4,1.1,8.9
Pooh Jeter,,2010,62,13.8,4.1,1.7,4.2,40.9,0.1,0.5,20,0.6,0.7,90.2,0.1,1,1.1,2.6,0.5,0,0.8,5
Quincy Pondexter,,2010,66,11.1,2.8,1.1,2.7,40.6,0.3,0.8,36,0.4,0.5,70.6,0.3,1,1.3,0.4,0.3,0.1,0.2,3
Samardo Samuels,,2010,37,18.9,7.8,3,6.5,45.6,0,0.1,0,1.8,3,61.8,2,2.2,4.3,0.5,0.4,0.5,1.4,7.3
Semih Erden,,2010,41,14.5,4,1.5,2.7,55.9,0,0,0,1,1.5,65,0.9,2,2.9,0.5,0.4,0.6,0.8,5.8
Tiago Splitter,,2010,60,12.3,4.6,1.7,3.2,52.9,0,0,0,1.3,2.3,54.3,1.2,2.1,3.4,0.4,0.5,0.3,0.5,6.1
Timofey Mozgov,,2010,45,11.6,3.6,1.4,3,47.4,0,0,0,0.8,1.2,71.2,1,1.7,2.7,0.3,0.3,0.6,0.8,4.9
Trevor Booker,,2010,65,16.4,5.3,2.1,3.9,54.9,0,0,0,1,1.6,67.3,1.5,2.4,3.9,0.5,0.5,0.7,0.6,8
Wesley Johnson,,2010,79,26.2,9,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3,1.9,0.7,0.7,1.2,8.5
Xavier Henry,,2010,38,13.9,4.3,1.7,4.2,40.6,0.1,0.4,11.8,0.9,1.4,63.5,0.2,0.7,1,0.5,0.3,0.1,0.3,2.8
Alec Burks,,2011,59,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1,1.3,2.2,0.9,0.5,0.1,0.9,5.9
Andrew Goudelock,,2011,40,10.5,4.4,1.7,4.4,39.1,0.7,1.9,37.3,0.3,0.3,91.7,0.1,0.7,0.8,0.5,0.1,0,0.5,2.6
Bismack Biyombo,,2011,63,23.1,5.2,2,4.4,46.4,0,0,0,1.1,2.3,48.3,1.8,4,5.8,0.4,0.3,1.8,1.1,8.9
Brandon Knight,,2011,66,32.3,12.8,4.8,11.7,41.5,1.6,4.2,38,1.6,2.1,75.9,0.5,2.7,3.2,3.8,0.7,0.1,2.6,10.8
Chandler Parsons,,2011,63,28.6,9.5,3.9,8.7,45.2,1,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.2,0.5,1.3,11.4
Charles Jenkins,,2011,51,17.5,5.8,2.5,5.7,44.7,0.1,0.4,15,0.7,0.8,87.2,0.2,1.2,1.3,3.3,0.7,0.1,1.2,6.8
Chris Singleton,,2011,66,21.7,4.6,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,0.7,1.1,0.5,0.6,6.7
Cory Higgins,,2011,38,11.1,3.9,1.4,4.2,32.5,0.1,0.5,20,1.1,1.6,70,0.2,0.7,0.9,0.9,0.1,0.2,1,1.8
Cory Joseph,,2011,29,9.2,2,0.8,2.4,31.4,0.1,0.5,20,0.4,0.6,64.7,0.2,0.7,0.9,1.2,0.2,0.1,0.4,2.1
Derrick Williams,,2011,66,21.5,8.8,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3,69.7,1.2,3.5,4.7,0.6,0.5,0.5,1.2,8.5
Donald Sloan,,2011,33,20.3,5.5,2.4,6,39.9,0.1,0.8,8,0.7,0.9,76.7,0.5,1.5,2,3.2,0.4,0.1,1.5,5.9
E'Twaun Moore,,2011,38,8.7,2.9,1.1,3,38.1,0.4,1.2,37.8,0.2,0.2,100,0.1,0.8,0.9,0.9,0.3,0.1,0.6,2.6
Enes Kanter,,2011,66,13.2,4.6,1.8,3.6,49.6,0,0,0,1.1,1.6,66.7,1.6,2.6,4.2,0.1,0.3,0.3,0.8,6.4
Greg Stiemsma,,2011,55,13.9,2.9,1.2,2.2,54.5,0,0,0,0.5,0.7,70.7,0.9,2.3,3.2,0.5,0.7,1.6,0.6,7.1
Gustavo Ayon,,2011,54,20.1,5.9,2.6,4.8,53.6,0,0,0,0.7,1.2,61.9,1.6,3.3,4.9,1.4,1,0.8,0.8,10.5
Iman Shumpert,,2011,59,28.9,9.5,3.6,9.1,40.1,0.8,2.7,30.6,1.5,1.8,79.8,0.7,2.4,3.2,2.8,1.7,0.1,1.9,9.6
Isaiah Thomas,,2011,65,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,4.1,0.8,0.1,1.6,12.2
Ivan Johnson,,2011,56,16.7,6.4,2.5,4.9,51.3,0,0.1,33.3,1.3,1.8,72,1.2,2.9,4,0.6,0.8,0.3,1.2,7.9
JaJuan Johnson,,2011,36,8.3,3.2,1.5,3.4,44.6,0,0,0,0.2,0.3,66.7,0.6,1.1,1.6,0.2,0.1,0.4,0.4,3.1
Jan Vesely,,2011,57,18.9,4.7,2.1,3.8,53.7,0,0,0,0.6,1.1,53.2,1.8,2.6,4.4,0.8,0.7,0.6,1.1,7.8
Jeremy Pargo,,2011,44,9.6,2.9,1.1,3.4,33.3,0.2,0.9,26.3,0.4,0.6,59.3,0.3,0.6,0.8,1.3,0.3,0,1.1,1.7
Jeremy Tyler,,2011,42,13.5,4.9,2.1,5,42.1,0,0,0,0.7,1.2,55.8,1.3,2,3.3,0.4,0.4,0.5,0.9,5.2
Jimmer Fredette,,2011,61,18.6,7.6,2.8,7.3,38.6,1.3,3.5,36.1,0.7,0.8,83.3,0.3,0.9,1.2,1.8,0.5,0.1,1.1,5.4
Jimmy Butler,,2011,42,8.5,2.6,0.8,1.9,40.5,0,0.3,18.2,1,1.3,76.8,0.5,0.8,1.3,0.3,0.3,0.1,0.3,2.9
Jon Leuer,,2011,46,12.1,4.7,2.1,4.2,50.8,0.1,0.2,33.3,0.5,0.6,75,1,1.6,2.6,0.5,0.3,0.4,0.4,6
