draft_year,round,pick,team,player,college,yrs,g,mp,pts,trb,ast,fg,3p,ft,minuts_played,points,total_rebounds,assists,win_share,win_sharess_48,box_plus_minus,value_over_replacement
2007,2,54,HOU,Brad Newley,,,,,,,,,,,,,,,,,,
2007,2,55,UTA,Herbert Hill,Providence College,,,,,,,,,,,,,,,,,
2007,2,56,MIL,Ramon Sessions,"University of Nevada, Reno",10,652,15564,6939,1788,2710,0.437,0.313,0.79,23.9,10.6,2.7,4.2,28.4,0.088,-1.7,1
2007,2,57,DET,Sammy Mejia,DePaul University,,,,,,,,,,,,,,,,,
2007,2,58,SAS,Giorgos Printezis,,,,,,,,,,,,,,,,,,
2007,2,59,PHO,D.J. Strawberry,University of Maryland,1,33,270,73,28,30,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.1,-0.2
2007,2,60,DAL,Milovan Rakovic,,,,,,,,,,,,,,,,,,
2006,1,1,TOR,Andrea Bargnani,,10,550,15806,7873,2541,653,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-2.2,-0.9
2006,1,2,CHI,LaMarcus Aldridge,University of Texas at Austin,11,756,26334,14497,6314,1442,0.488,0.28,0.803,34.8,19.2,8.4,1.9,83.6,0.152,1.3,21.8
2006,1,3,CHA,Adam Morrison,Gonzaga University,3,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.5,-2.9
2006,1,4,POR,Tyrus Thomas,Louisiana State University,8,402,7932,3093,1938,347,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.1,1.7
2006,1,5,ATL,Shelden Williams,Duke University,6,361,5586,1618,1562,163,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-2.8,-1.2
2006,1,6,MIN,Brandon Roy,University of Washington,6,326,11561,6136,1388,1517,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.2,15.2
2006,1,7,BOS,Randy Foye,Villanova University,11,708,18408,7485,1587,2022,0.402,0.367,0.851,26,10.6,2.2,2.9,23.1,0.06,-1.2,3.6
2006,1,8,HOU,Rudy Gay,University of Connecticut,11,750,26715,13794,4428,1705,0.452,0.343,0.795,35.6,18.4,5.9,2.3,47.2,0.085,0.5,16.7
2006,1,9,GSW,Patrick O'Bryant,Bradley University,4,90,524,186,127,25,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-3.1,-0.2
2006,1,10,SEA,Mouhamed Sene,,3,47,260,103,75,1,0.427,,0.589,5.5,2.2,1.6,0,0.3,0.052,-9.3,-0.5
2006,1,11,ORL,J.J. Redick,Duke University,11,649,15983,7617,1230,1204,0.449,0.414,0.887,24.6,11.7,1.9,1.9,44.1,0.132,0.1,8.5
2006,1,12,NOK,Hilton Armstrong,University of Connecticut,6,292,3378,880,766,102,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,-2.8,-0.7
2006,1,13,PHI,Thabo Sefolosha,,11,713,16521,4225,2768,1063,0.448,0.343,0.733,23.2,5.9,3.9,1.5,33.4,0.097,1.1,12.9
2006,1,14,UTA,Ronnie Brewer,University of Arkansas,8,502,11539,3940,1427,828,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.7,10.7
2006,1,15,NOK,Cedric Simmons,North Carolina State University,3,75,705,163,141,14,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5.7,-0.7
2006,1,16,CHI,Rodney Carney,University of Memphis,5,299,4600,1778,588,132,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,-2.7,-0.8
2006,1,17,IND,Shawne Williams,University of Memphis,7,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2,0
2006,1,18,WAS,Oleksiy Pecherov,,3,111,1044,438,266,20,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-7,-1.3
2006,1,19,SAC,Quincy Douby,Rutgers University,3,143,1535,588,152,93,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,-5.4,-1.3
2006,1,20,NYK,Renaldo Balkman,University of South Carolina,6,221,3064,894,769,132,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,0.9,2.2
2006,1,21,PHO,Rajon Rondo,University of Kentucky,11,675,22105,7290,3320,5826,0.464,0.291,0.605,32.7,10.8,4.9,8.6,51.6,0.112,1.8,21.2
2006,1,22,NJN,Marcus Williams,University of Connecticut,4,203,3095,1128,361,574,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-4.6,-2
2006,1,23,NJN,Josh Boone,University of Connecticut,4,256,4482,1340,1258,125,0.544,,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-1.9,0.1
2006,1,24,MEM,Kyle Lowry,Villanova University,11,691,21237,9670,2811,3979,0.423,0.364,0.799,30.7,14,4.1,5.8,66.6,0.151,3.6,29.9
2006,1,25,CLE,Shannon Brown,Michigan State University,9,408,7329,3118,760,458,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,-2.3,-0.6
2006,1,26,LAL,Jordan Farmar,"University of California, Los Angeles",10,504,9840,3888,958,1453,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-1.4,1.6
2006,1,27,PHO,Sergio Rodriguez,,5,316,4578,1501,457,1027,0.414,0.332,0.751,14.5,4.8,1.4,3.3,4.1,0.043,-2.9,-1.1
2006,1,28,DAL,Maurice Ager,Michigan State University,4,82,505,169,46,19,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-10.4,-1.1
2006,1,29,NYK,Mardy Collins,Temple University,4,189,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.9,-2
2006,1,30,POR,Joel Freeland,,3,151,1821,477,518,65,0.459,0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-2.5,-0.2
2006,2,31,POR,James White,University of Cincinnati,3,67,583,182,68,35,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062,-3.4,-0.2
2006,2,32,HOU,Steve Novak,Marquette University,11,467,5657,2177,591,132,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,-0.9,1.6
2006,2,33,ATL,Solomon Jones,University of South Florida,8,281,3092,839,654,99,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-2.9,-0.7
2006,2,34,LAC,Paul Davis,Michigan State University,4,82,702,217,158,32,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.7,-0.5
2006,2,35,TOR,P.J. Tucker,University of Texas at Austin,6,375,10445,2902,2125,593,0.434,0.346,0.749,27.9,7.7,5.7,1.6,18.9,0.087,0.9,7.6
2006,2,36,MIN,Craig Smith,Boston College,6,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.5,0.9
2006,2,37,MIN,Bobby Jones,University of Washington,2,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-3.5,-0.3
2006,2,38,GSW,Kosta Perovic,,1,7,38,10,13,1,0.3,,0.667,5.4,1.4,1.9,0.1,0,0.06,-6.7,0
2006,2,39,MIL,David Noel,University of North Carolina,1,68,792,184,123,65,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.4,-0.3
2006,2,40,SEA,Denham Brown,University of Connecticut,,,,,,,,,,,,,,,,,
2006,2,41,ORL,James Augustine,University of Illinois at Urbana-Champaign,2,27,156,42,33,4,0.514,,0.5,5.8,1.6,1.2,0.1,0.3,0.101,-2.2,0
2006,2,42,CLE,Daniel Gibson,University of Texas at Austin,7,397,9316,3115,792,775,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,-1,2.3
2006,2,43,NOK,Marcus Vinicius,,2,26,172,50,19,7,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3.6,-0.1
2006,2,44,ORL,Lior Eliyahu,,,,,,,,,,,,,,,,,,
2006,2,45,IND,Alexander Johnson,Florida State University,2,102,1302,439,275,30,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.3,-0.7
2006,2,46,UTA,Dee Brown,University of Illinois at Urbana-Champaign,2,68,711,140,69,119,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008,-4.1,-0.4
2006,2,47,UTA,Paul Millsap,Louisiana Tech University,11,803,23527,11261,6007,1802,0.495,0.331,0.733,29.3,14,7.5,2.2,76.5,0.156,3.4,32.3
2006,2,48,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,,,,,
2006,2,49,DEN,Leon Powe,University of California,5,239,3320,1484,911,78,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,-2.3,-0.2
2006,2,50,CHA,Ryan Hollins,"University of California, Los Angeles",10,518,6134,1913,1140,151,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-2.6,-1
2006,2,51,LAL,Cheikh Samb,,2,22,114,22,31,1,0.25,0,0.444,5.2,1,1.4,0,-0.1,-0.056,-9.2,-0.2
2006,2,52,LAC,Guillermo Diaz,University of Miami,1,6,18,5,2,1,0.25,0,0.6,3,0.8,0.3,0.2,0,0.033,-5.9,0
2006,2,53,SEA,Yotam Halperin,,,,,,,,,,,,,,,,,,
2006,2,54,NJN,Hassan Adams,University of Arizona,2,73,547,185,84,14,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-4.4,-0.3
2006,2,55,CLE,Ejike Ugboaja,,,,,,,,,,,,,,,,,,
2006,2,56,TOR,Edin Bavcic,,,,,,,,,,,,,,,,,,
2006,2,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,
2006,2,58,DAL,J.R. Pinnock,George Washington University,,,,,,,,,,,,,,,,,
2006,2,59,SAS,Damir Markota,,1,30,170,51,31,6,0.365,0.375,0.636,5.7,1.7,1,0.2,-0.2,-0.07,-9,-0.3
2006,2,60,DET,Will Blalock,Iowa State University,1,14,166,25,15,17,0.3,0.2,1,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.7,-0.2
2005,1,1,MIL,Andrew Bogut,University of Utah,12,666,19447,6721,5961,1516,0.534,0.12,0.556,29.2,10.1,9,2.3,49.7,0.123,2.4,21.4
2005,1,2,ATL,Marvin Williams,University of North Carolina,12,818,23494,8624,4263,1061,0.443,0.354,0.802,28.7,10.5,5.2,1.3,50.4,0.103,-0.5,8.9
2005,1,3,UTA,Deron Williams,University of Illinois at Urbana-Champaign,12,811,28118,13515,2547,6659,0.444,0.356,0.823,34.7,16.7,3.1,8.2,76,0.13,1.4,24
2005,1,4,NOH,Chris Paul,Wake Forest University,12,806,28760,15089,3556,8012,0.473,0.367,0.864,35.7,18.7,4.4,9.9,150.5,0.251,7.6,69.7
2005,1,5,CHA,Raymond Felton,University of North Carolina,12,814,26189,9866,2554,4734,0.412,0.328,0.789,32.2,12.1,3.1,5.8,36.3,0.067,-0.4,10.3
2005,1,6,POR,Martell Webster,,10,580,13914,5056,1811,588,0.418,0.382,0.791,24,8.7,3.1,1,24.7,0.085,-0.7,4.6
2005,1,7,TOR,Charlie Villanueva,University of Connecticut,11,656,13578,6808,3019,549,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-1.8,0.6
2005,1,8,NYK,Channing Frye,University of Arizona,11,757,17908,7004,3620,779,0.439,0.39,0.821,23.7,9.3,4.8,1,35.4,0.095,0,8.9
2005,1,9,GSW,Ike Diogu,Arizona State University,6,225,2795,1348,689,69,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112,-4.8,-2
2005,1,10,LAL,Andrew Bynum,,8,418,10690,4822,3221,490,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.3,9
2005,1,11,ORL,Fran Vazquez,,,,,,,,,,,,,,,,,,
2005,1,12,LAC,Yaroslav Korolev,,2,34,168,39,16,13,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-6.4,-0.2
2005,1,13,CHA,Sean May,University of North Carolina,4,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-2.4,-0.2
2005,1,14,MIN,Rashad McCants,University of North Carolina,4,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,-2.5,-0.6
2005,1,15,NJN,Antoine Wright,Texas A&M University,6,297,5714,1614,681,295,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,-3.1,-1.5
2005,1,16,TOR,Joey Graham,Oklahoma State University,6,377,6117,2239,1058,207,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.8,-2.8
2005,1,17,IND,Danny Granger,University of New Mexico,10,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.5,16.1
2005,1,18,BOS,Gerald Green,,10,517,10308,5095,1282,517,0.42,0.362,0.816,19.9,9.9,2.5,1,14.3,0.067,-2.3,-0.7
2005,1,19,MEM,Hakim Warrick,Syracuse University,8,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-3.1,-2.9
2005,1,20,DEN,Julius Hodge,North Carolina State University,2,23,98,28,15,18,0.44,,0.5,4.3,1.2,0.7,0.8,0,0.003,-4.5,-0.1
2005,1,21,PHO,Nate Robinson,University of Washington,11,618,13878,6807,1446,1826,0.423,0.36,0.796,22.5,11,2.3,3,27.8,0.096,0.2,7.8
2005,1,22,DEN,Jarrett Jack,Georgia Institute of Technology,11,803,22559,8877,2296,3599,0.44,0.346,0.856,28.1,11.1,2.9,4.5,35.6,0.076,-1,5.7
2005,1,23,SAC,Francisco Garcia,University of Louisville,10,549,11853,4323,1400,747,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,-0.3,4.9
2005,1,24,HOU,Luther Head,University of Illinois at Urbana-Champaign,6,348,7797,2842,845,747,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,-0.4,3.2
2005,1,25,SEA,Johan Petro,,8,473,7262,2202,1836,227,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,-4.2,-4
2005,1,26,DET,Jason Maxiell,University of Cincinnati,10,618,11379,3481,2576,266,0.495,0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2,0.1
2005,1,27,POR,Linas Kleiza,University of Missouri,7,409,8185,3561,1470,321,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,-2.4,-0.9
2005,1,28,SAS,Ian Mahinmi,,9,439,7361,2249,1898,211,0.535,0,0.597,16.8,5.1,4.3,0.5,20,0.13,-0.3,3.1
2005,1,29,MIA,Wayne Simien,University of Kansas,2,51,507,169,99,11,0.469,,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.8,-0.4
2005,1,30,NYK,David Lee,University of Florida,12,787,23453,10902,7065,1756,0.534,0.034,0.774,29.8,13.9,9,2.2,72.8,0.149,1.6,21.1
2005,2,31,ATL,Salim Stoudamire,University of Arizona,3,157,2672,1260,214,164,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,-5.1,-2.1
2005,2,32,LAC,Daniel Ewing,Duke University,2,127,1683,431,158,174,0.389,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024,-3.7,-0.7
2005,2,33,NOH,Brandon Bass,Louisiana State University,12,730,16112,6414,3373,600,0.498,0.211,0.831,22.1,8.8,4.6,0.8,41.6,0.124,-1.1,3.7
2005,2,34,UTA,C.J. Miles,,12,671,13857,6539,1618,784,0.417,0.355,0.804,20.7,9.7,2.4,1.2,24.2,0.084,-0.9,3.8
2005,2,35,POR,Ricky Sanchez,,,,,,,,,,,,,,,,,,
2005,2,36,MIL,Ersan Ilyasova,,9,562,13677,6108,3363,626,0.445,0.37,0.77,24.3,10.9,6,1.1,35.8,0.126,0,6.8
2005,2,37,LAL,Ronny Turiaf,Gonzaga University,10,473,8020,2209,1757,618,0.533,0,0.636,17,4.7,3.7,1.3,19.2,0.115,1,6
2005,2,38,ORL,Travis Diener,Marquette University,5,179,2660,854,243,432,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-1.8,0.1
2005,2,39,LAL,Von Wafer,Florida State University,6,200,2475,1054,234,146,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064,-3.2,-0.7
2005,2,40,GSW,Monta Ellis,,12,789,27875,14498,2759,3721,0.451,0.313,0.776,35.3,18.4,3.5,4.7,41.4,0.071,-0.2,12.4
2005,2,41,TOR,Roko Ukic,,2,85,987,341,78,165,0.387,0.189,0.746,11.6,4,0.9,1.9,-0.2,-0.007,-5.4,-0.8
2005,2,42,GSW,Chris Taft,University of Pittsburgh,1,17,144,47,36,2,0.605,,0.167,8.5,2.8,2.1,0.1,0.5,0.155,-1.3,0
2005,2,43,NJN,Mile Ilic,,1,5,6,0,1,0,0,,,1.2,0,0.2,0,-0.2,-1.264,-53.6,-0.1
2005,2,44,ORL,Martynas Andriuskevicius,,1,6,9,0,4,0,0,,,1.5,0,0.7,0,0,0.155,0.1,0
2005,2,45,PHI,Louis Williams,,12,743,17460,9349,1527,2165,0.417,0.344,0.822,23.5,12.6,2.1,2.9,44.5,0.122,0.1,9.1
2005,2,46,IND,Erazem Lorbek,,,,,,,,,,,,,,,,,,
2005,2,47,MIN,Bracey Wright,Indiana University,2,26,325,129,39,20,0.405,0.324,0.794,12.5,5,1.5,0.8,0.5,0.068,-3.7,-0.1
2005,2,48,SEA,Mickael Gelabale,,3,145,2348,670,330,115,0.47,0.316,0.815,16.2,4.6,2.3,0.8,3,0.062,-1.9,0
2005,2,49,WAS,Andray Blatche,,9,564,12462,5706,3024,798,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074,-0.3,5.4
2005,2,50,BOS,Ryan Gomes,Providence College,8,487,13463,4926,2239,712,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,-1.3,2.3
2005,2,51,UTA,Robert Whaley,Walsh University,1,23,212,49,43,17,0.404,,0.5,9.2,2.1,1.9,0.7,0,0.004,-3.5,-0.1
2005,2,52,DEN,Axel Hervelle,,,,,,,,,,,,,,,,,,
2005,2,53,BOS,Orien Greene,University of Louisiana at Lafayette,4,131,1555,326,195,155,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,-3.8,-0.7
2005,2,54,NYK,Dijon Thompson,"University of California, Los Angeles",2,16,93,45,19,3,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102,-4.3,-0.1
2005,2,55,SEA,Lawrence Roberts,Mississippi State University,2,87,1150,334,310,35,0.452,0,0.688,13.2,3.8,3.6,0.4,2.5,0.106,-1.4,0.2
2005,2,56,DET,Amir Johnson,,12,703,15794,5289,4020,828,0.572,0.326,0.675,22.5,7.5,5.7,1.2,47.4,0.144,2.6,18.2
2005,2,57,PHO,Marcin Gortat,,10,632,16642,6571,5115,642,0.554,0.158,0.679,26.3,10.4,8.1,1,51.5,0.149,0.9,12.1
2005,2,58,TOR,Uros Slokar,,1,20,72,38,14,1,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.042,-7,-0.1
2005,2,59,ATL,Cenk Akyol,,,,,,,,,,,,,,,,,,
2005,2,60,DET,Alex Acker,Pepperdine University,2,30,234,81,29,16,0.37,0.32,0.5,7.8,2.7,1,0.5,-0.2,-0.043,-6.9,-0.3
2004,1,1,ORL,Dwight Howard,,13,914,32094,16125,11603,1362,0.583,0.093,0.567,35.1,17.6,12.7,1.5,117.5,0.176,2.6,37.7
2004,1,2,CHA,Emeka Okafor,University of Connecticut,9,590,18702,7256,5847,512,0.512,0,0.584,31.7,12.3,9.9,0.9,44.3,0.114,-0.4,7.5
2004,1,3,CHI,Ben Gordon,University of Connecticut,11,744,20366,11084,1851,1868,0.432,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,-1.1,4.7
2004,1,4,LAC,Shaun Livingston,,12,660,14403,4381,1667,2155,0.481,0.188,0.79,21.8,6.6,2.5,3.3,24.7,0.082,-1.5,1.8
2004,1,5,WAS,Devin Harris,University of Wisconsin,13,803,20801,9255,1827,3488,0.437,0.324,0.795,25.9,11.5,2.3,4.3,49.1,0.113,0.5,13.3
2004,1,6,ATL,Josh Childress,Stanford University,8,391,10432,3548,1850,609,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118,1.3,8.6
2004,1,7,PHO,Luol Deng,Duke University,13,864,30182,13122,5340,2014,0.456,0.335,0.769,34.9,15.2,6.2,2.3,73.5,0.117,1,22.8
2004,1,8,TOR,Rafael Araujo,Brigham Young University,3,139,1585,389,395,41,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013,-6.4,-1.8
2004,1,9,PHI,Andre Iguodala,University of Arizona,13,938,32793,12323,4968,4259,0.462,0.333,0.714,35,13.1,5.3,4.5,84.5,0.124,3,41.3
2004,1,10,CLE,Luke Jackson,University of Oregon,4,73,724,252,89,58,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-4.4,-0.4
2004,1,11,GSW,Andris Biedrins,,10,516,11146,3247,3631,467,0.594,0,0.5,21.6,6.3,7,0.9,30.7,0.132,1.1,8.6
2004,1,12,SEA,Robert Swift,,4,97,1500,416,376,20,0.506,,0.61,15.5,4.3,3.9,0.2,1.7,0.054,-4.1,-0.8
2004,1,13,POR,Sebastian Telfair,,10,564,12149,4183,898,1960,0.39,0.319,0.777,21.5,7.4,1.6,3.5,5,0.02,-3.9,-5.8
2004,1,14,UTA,Kris Humphries,University of Minnesota,13,773,13857,5223,4199,543,0.464,0.27,0.7,17.9,6.8,5.4,0.7,29.3,0.102,-2,0.2
2004,1,15,BOS,Al Jefferson,,13,851,25463,13863,7439,1295,0.498,0.127,0.708,29.9,16.3,8.7,1.5,68.3,0.129,0.3,14.9
2004,1,16,UTA,Kirk Snyder,"University of Nevada, Reno",4,211,3540,1333,491,241,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,-2,0
2004,1,17,ATL,Josh Smith,,12,891,28988,12994,6649,2789,0.453,0.285,0.632,32.5,14.6,7.5,3.1,51,0.085,2.1,30
2004,1,18,NOH,J.R. Smith,,13,860,23150,11225,2747,1876,0.421,0.375,0.734,26.9,13.1,3.2,2.2,44.9,0.093,0.5,14.6
2004,1,19,MIA,Dorell Wright,,11,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.4,7.4
2004,1,20,DEN,Jameer Nelson,Saint Joseph's University,13,790,22392,9321,2377,4104,0.437,0.368,0.811,28.3,11.8,3,5.2,45.4,0.097,0.3,12.8
2004,1,21,UTA,Pavel Podkolzin,,2,6,28,4,9,0,0,,0.5,4.7,0.7,1.5,0,-0.1,-0.163,-18.8,-0.1
2004,1,22,NJN,Viktor Khryapa,,4,143,2351,643,492,142,0.443,0.292,0.658,16.4,4.5,3.4,1,2,0.041,-1.8,0.1
2004,1,23,POR,Sergei Monia,,1,26,343,77,52,19,0.333,0.265,0.714,13.2,3,2,0.7,-0.2,-0.025,-5.1,-0.3
2004,1,24,BOS,Delonte West,Saint Joseph's University,8,432,11842,4198,1265,1540,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.5,7.6
2004,1,25,BOS,Tony Allen,Oklahoma State University,13,760,16796,6236,2628,1007,0.477,0.281,0.716,22.1,8.2,3.5,1.3,37.5,0.107,1.2,13.4
2004,1,26,SAC,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.137,0.1,11.3
2004,1,27,LAL,Sasha Vujacic,,10,561,8689,3013,1063,714,0.393,0.368,0.866,15.5,5.4,1.9,1.3,15.9,0.088,-1,2.1
2004,1,28,SAS,Beno Udrih,,13,816,18009,6882,1692,2805,0.463,0.349,0.832,22.1,8.4,2.1,3.4,31.1,0.083,-1.5,2
2004,1,29,IND,David Harrison,University of Colorado,4,189,2686,949,549,47,0.53,,0.525,14.2,5,2.9,0.2,3.2,0.057,-3.4,-1
2004,1,30,ORL,Anderson Varejao,,13,622,15021,4554,4506,731,0.51,0.024,0.631,24.1,7.3,7.2,1.2,46.4,0.148,1.5,13.3
2004,2,31,CHI,Jackson Vroman,Iowa State University,2,87,1111,285,261,51,0.408,0,0.58,12.8,3.3,3,0.6,0,0.001,-3.9,-0.5
2004,2,32,WAS,Peter John Ramos,,1,6,20,11,4,0,0.5,,0.5,3.3,1.8,0.7,0,0,-0.108,-18.3,-0.1
2004,2,33,LAC,Lionel Chalmers,Xavier University,1,36,433,111,31,51,0.336,0.245,0.625,12,3.1,0.9,1.4,-0.2,-0.025,-6.3,-0.5
2004,2,34,ATL,Donta Smith,Southeastern Illinois College,2,61,560,165,66,48,0.421,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043,-3.2,-0.2
2004,2,35,SEA,Andre Emmett,Texas Tech University,2,14,73,20,8,1,0.462,0,0.615,5.2,1.4,0.6,0.1,0.1,0.04,-6.8,-0.1
2004,2,36,ORL,Antonio Burks,University of Memphis,2,81,789,186,49,104,0.387,0.235,0.571,9.7,2.3,0.6,1.3,0.1,0.004,-6.6,-0.9
2004,2,37,ATL,Royal Ivey,University of Texas at Austin,10,492,6162,1641,557,501,0.406,0.361,0.706,12.5,3.3,1.1,1,4.5,0.035,-3.8,-2.8
2004,2,38,CHI,Chris Duhon,Duke University,9,606,15526,3946,1364,2690,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25,0.077,-1.5,2
2004,2,39,TOR,Albert Miralles,,,,,,,,,,,,,,,,,,
2004,2,40,BOS,Justin Reed,University of Mississippi,3,136,1436,472,186,68,0.404,0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,-5.9,-1.4
2004,2,41,SEA,David Young,North Carolina Central University,,,,,,,,,,,,,,,,,
2004,2,42,ATL,Viktor Sanikidze,,,,,,,,,,,,,,,,,,
2004,2,43,NYK,Trevor Ariza,"University of California, Los Angeles",13,835,24127,8714,3969,1763,0.428,0.355,0.715,28.9,10.4,4.8,2.1,49.9,0.099,1.7,22.6
2004,2,44,NOH,Tim Pickett,Florida State University,,,,,,,,,,,,,,,,,
2004,2,45,CHA,Bernard Robinson,University of Michigan,3,128,1909,576,315,126,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049,-2,0
2004,2,46,POR,Ha Seung-Jin,,2,46,316,70,67,3,0.519,,0.5,6.9,1.5,1.5,0.1,-0.2,-0.029,-8.3,-0.5
2004,2,47,MIA,Pape Sow,"California State University, Fullerton",3,76,879,219,214,12,0.416,,0.678,11.6,2.9,2.8,0.2,0.8,0.044,-4.8,-0.6
2004,2,48,SAC,Ricky Minard,Morehead State University,,,,,,,,,,,,,,,,,
2004,2,49,MEM,Sergei Lishouk,,,,,,,,,,,,,,,,,,
2004,2,50,DAL,Vassilis Spanoulis,,1,31,272,85,22,28,0.319,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01,-6.7,-0.3
2004,2,51,NJN,Christian Drejer,University of Florida,,,,,,,,,,,,,,,,,
2004,2,52,SAS,Romain Sato,Xavier University,,,,,,,,,,,,,,,,,
2004,2,53,MIA,Matt Freije,Vanderbilt University,2,42,588,133,85,27,0.293,0.224,0.714,14,3.2,2,0.6,-0.6,-0.047,-6.3,-0.6
2004,2,54,DET,Rickey Paulding,University of Missouri,,,,,,,,,,,,,,,,,
2004,2,55,HOU,Luis Flores,Manhattan College,1,16,77,35,3,11,0.483,0.5,1,4.8,2.2,0.2,0.7,0,-0.02,-9.6,-0.1
2004,2,56,LAL,Marcus Douthit,Providence College,,,,,,,,,,,,,,,,,
